1 40000 390 42 42 0
1 40000 348 42 42 0
18 40000 263 42 85 0
1 41000 390 42 42 0
1 41042 348 42 42 0
1 41084 306 42 42 0
1 41126 348 42 42 0
1 41168 390 42 42 0
1 42000 0 42 42 0
1 42042 42 42 42 0
1 42084 84 42 42 0
1 42126 42 42 42 0
1 42168 0 42 42 0
1 43000 390 42 42 0
1 43000 348 42 42 0
1 43000 306 42 42 0
1 43042 306 42 42 0
1 43084 306 42 42 0
1 43084 348 42 42 0
1 43084 390 42 42 0
1 44000 0 42 42 0
1 44000 42 42 42 0
1 44000 84 42 42 0
1 44042 84 42 42 0
1 44084 84 42 42 0
1 44084 42 42 42 0
1 44084 0 42 42 0
1 45000 390 42 42 0
1 45000 348 42 42 0
1 45000 306 42 42 0
1 45042 306 42 42 0
1 45084 306 42 42 0
1 45084 348 42 42 0
1 45084 390 42 42 0
1 45000 0 42 42 0
1 45000 42 42 42 0
1 45000 84 42 42 0
1 45042 84 42 42 0
1 45084 84 42 42 0
1 45084 42 42 42 0
1 45084 0 42 42 0
2 45500 390 42 42 0
